"2017 NAICS Code","2017 NAICS Title","GHG","Unit","Supply Chain Emission Factors without Margins","Margins of Supply Chain Emission Factors","Supply Chain Emission Factors with Margins","Reference USEEIO Code"
335312,"Motor and Generator Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.133,0.019,0.152,"335312"
335313,"Switchgear and Switchboard Apparatus Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.153,0.021,0.174,"335313"
335314,"Relay and Industrial Control Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.12,0.018,0.138,"335314"
335911,"Storage Battery Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.311,0.026,0.337,"335911"
335912,"Primary Battery Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.046,0.057,0.103,"335912"
335921,"Fiber Optic Cable Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.219,0.016,0.235,"335920"
335929,"Other Communication and Energy Wire Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.219,0.016,0.235,"335920"
335931,"Current-Carrying Wiring Device Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.102,0.026,0.127,"335930"
335932,"Noncurrent-Carrying Wiring Device Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.102,0.026,0.127,"335930"
335991,"Carbon and Graphite Product Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.347,0.016,0.363,"335991"
335999,"All Other Miscellaneous Electrical Equipment and Component Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.112,0.016,0.128,"335999"
336111,"Automobile Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.19,0.05,0.24,"336111"
336112,"Light Truck and Utility Vehicle Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.241,0.027,0.268,"336112"
336120,"Heavy Duty Truck Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.262,0.011,0.272,"336120"
336211,"Motor Vehicle Body Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.225,0.028,0.253,"336211"
336212,"Truck Trailer Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.185,0.015,0.2,"336212"
336213,"Motor Home Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.055,0.052,0.107,"336213"
336214,"Travel Trailer and Camper Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.128,0.033,0.16,"336214"
336310,"Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.23,0.029,0.259,"336310"
336320,"Motor Vehicle Electrical and Electronic Equipment Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.191,0.027,0.218,"336320"
336330,"Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.25,0.028,0.278,"3363A0"
336340,"Motor Vehicle Brake System Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.25,0.028,0.278,"3363A0"
336350,"Motor Vehicle Transmission and Power Train Parts Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.226,0.027,0.252,"336350"
336360,"Motor Vehicle Seating and Interior Trim Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.315,0.018,0.333,"336360"
336370,"Motor Vehicle Metal Stamping","All GHGs","kg CO2e/2022 USD, purchaser price",0.482,0.02,0.503,"336370"
336390,"Other Motor Vehicle Parts Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.242,0.024,0.265,"336390"
336411,"Aircraft Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.131,0.009,0.139,"336411"
336412,"Aircraft Engine and Engine Parts Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.151,0.005,0.156,"336412"
336413,"Other Aircraft Parts and Auxiliary Equipment Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.163,0.007,0.17,"336413"
336414,"Guided Missile and Space Vehicle Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.133,0.009,0.142,"336414"
336415,"Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.286,0.007,0.294,"33641A"
336419,"Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.286,0.007,0.294,"33641A"
336510,"Railroad Rolling Stock Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.413,0.031,0.444,"336500"
336611,"Ship Building and Repairing","All GHGs","kg CO2e/2022 USD, purchaser price",0.187,0.008,0.196,"336611"
336612,"Boat Building","All GHGs","kg CO2e/2022 USD, purchaser price",0.15,0.032,0.182,"336612"
336991,"Motorcycle, Bicycle, and Parts Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.178,0.044,0.222,"336991"
336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.431,0.012,0.443,"336992"
336999,"All Other Transportation Equipment Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.157,0.038,0.195,"336999"
337110,"Wood Kitchen Cabinet and Countertop Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.114,0.053,0.166,"337110"
337121,"Upholstered Household Furniture Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.133,0.055,0.188,"337121"
337122,"Nonupholstered Wood Household Furniture Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.121,0.057,0.178,"337122"
337124,"Metal Household Furniture Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.168,0.059,0.227,"33712N"
337125,"Household Furniture (except Wood and Metal) Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.168,0.059,0.227,"33712N"
337127,"Institutional Furniture Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.208,0.038,0.246,"337127"
337211,"Wood Office Furniture Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.184,0.056,0.24,"33721A"
337212,"Custom Architectural Woodwork and Millwork Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.184,0.056,0.24,"33721A"
337214,"Office Furniture (except Wood) Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.184,0.056,0.24,"33721A"
337215,"Showcase, Partition, Shelving, and Locker Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.206,0.04,0.246,"337215"
337910,"Mattress Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.11,0.063,0.173,"337900"
337920,"Blind and Shade Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.11,0.063,0.173,"337900"
339112,"Surgical and Medical Instrument Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.119,0.037,0.156,"339112"
339113,"Surgical Appliance and Supplies Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.096,0.045,0.14,"339113"
339114,"Dental Equipment and Supplies Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.143,0.03,0.174,"339114"
339115,"Ophthalmic Goods Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.086,0.052,0.138,"339115"
339116,"Dental Laboratories","All GHGs","kg CO2e/2022 USD, purchaser price",0.083,0.034,0.117,"339116"
339910,"Jewelry and Silverware Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.055,0.053,0.108,"339910"
339920,"Sporting and Athletic Goods Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.104,0.064,0.167,"339920"
339930,"Doll, Toy, and Game Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.085,0.061,0.146,"339930"
339940,"Office Supplies (except Paper) Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.204,0.061,0.265,"339940"
339950,"Sign Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.187,0.063,0.25,"339950"
339991,"Gasket, Packing, and Sealing Device Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.121,0.061,0.182,"339990"
339992,"Musical Instrument Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.121,0.061,0.182,"339990"
339993,"Fastener, Button, Needle, and Pin Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.121,0.061,0.182,"339990"
339994,"Broom, Brush, and Mop Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.121,0.061,0.182,"339990"
339995,"Burial Casket Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.121,0.061,0.182,"339990"
339999,"All Other Miscellaneous Manufacturing","All GHGs","kg CO2e/2022 USD, purchaser price",0.121,0.061,0.182,"339990"
423110,"Automobile and Other Motor Vehicle Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.115,0,0.115,"423100"
423120,"Motor Vehicle Supplies and New Parts Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.115,0,0.115,"423100"
423130,"Tire and Tube Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.115,0,0.115,"423100"
423140,"Motor Vehicle Parts (Used) Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.115,0,0.115,"423100"
423210,"Furniture Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"423A00"
423220,"Home Furnishing Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"423A00"
423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"423A00"
423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"423A00"
423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"423A00"
423390,"Other Construction Material Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"423A00"
423410,"Photographic Equipment and Supplies Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.074,0,0.074,"423400"
423420,"Office Equipment Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.074,0,0.074,"423400"
423430,"Computer and Computer Peripheral Equipment and Software Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.074,0,0.074,"423400"
423440,"Other Commercial Equipment Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.074,0,0.074,"423400"
423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.074,0,0.074,"423400"
423460,"Ophthalmic Goods Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.074,0,0.074,"423400"
423490,"Other Professional Equipment and Supplies Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.074,0,0.074,"423400"
423510,"Metal Service Centers and Other Metal Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"423A00"
423520,"Coal and Other Mineral and Ore Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"423A00"
423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.083,0,0.083,"423600"
423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.083,0,0.083,"423600"
423690,"Other Electronic Parts and Equipment Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.083,0,0.083,"423600"
423710,"Hardware Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"423A00"
423720,"Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"423A00"
423730,"Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"423A00"
423740,"Refrigeration Equipment and Supplies Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"423A00"
423810,"Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.115,0,0.115,"423800"
423820,"Farm and Garden Machinery and Equipment Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.115,0,0.115,"423800"
423830,"Industrial Machinery and Equipment Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.115,0,0.115,"423800"
423840,"Industrial Supplies Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.115,0,0.115,"423800"
423850,"Service Establishment Equipment and Supplies Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.115,0,0.115,"423800"
423860,"Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.115,0,0.115,"423800"
423910,"Sporting and Recreational Goods and Supplies Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"423A00"
423920,"Toy and Hobby Goods and Supplies Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"423A00"
423930,"Recyclable Material Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"423A00"
423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"423A00"
423990,"Other Miscellaneous Durable Goods Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"423A00"
424110,"Printing and Writing Paper Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.144,0,0.144,"424A00"
424120,"Stationery and Office Supplies Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.144,0,0.144,"424A00"
424130,"Industrial and Personal Service Paper Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.144,0,0.144,"424A00"
424210,"Drugs and Druggists' Sundries Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.095,0,0.095,"424200"
424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.144,0,0.144,"424A00"
424320,"Men's and Boys' Clothing and Furnishings Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.144,0,0.144,"424A00"
424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.144,0,0.144,"424A00"
424340,"Footwear Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.144,0,0.144,"424A00"
424410,"General Line Grocery Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.159,0,0.159,"424400"
424420,"Packaged Frozen Food Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.159,0,0.159,"424400"
424430,"Dairy Product (except Dried or Canned) Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.159,0,0.159,"424400"
424440,"Poultry and Poultry Product Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.159,0,0.159,"424400"
424450,"Confectionery Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.159,0,0.159,"424400"
424460,"Fish and Seafood Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.159,0,0.159,"424400"
424470,"Meat and Meat Product Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.159,0,0.159,"424400"
424480,"Fresh Fruit and Vegetable Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.159,0,0.159,"424400"
424490,"Other Grocery and Related Products Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.159,0,0.159,"424400"
424510,"Grain and Field Bean Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.144,0,0.144,"424A00"
424520,"Livestock Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.144,0,0.144,"424A00"
424590,"Other Farm Product Raw Material Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.144,0,0.144,"424A00"
424610,"Plastics Materials and Basic Forms and Shapes Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.144,0,0.144,"424A00"
424690,"Other Chemical and Allied Products Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.144,0,0.144,"424A00"
424710,"Petroleum Bulk Stations and Terminals","All GHGs","kg CO2e/2022 USD, purchaser price",0.102,0,0.102,"424700"
424720,"Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)","All GHGs","kg CO2e/2022 USD, purchaser price",0.102,0,0.102,"424700"
424810,"Beer and Ale Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.144,0,0.144,"424A00"
424820,"Wine and Distilled Alcoholic Beverage Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.144,0,0.144,"424A00"
424910,"Farm Supplies Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.144,0,0.144,"424A00"
424920,"Book, Periodical, and Newspaper Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.144,0,0.144,"424A00"
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.144,0,0.144,"424A00"
424940,"Tobacco and Tobacco Product Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.144,0,0.144,"424A00"
424950,"Paint, Varnish, and Supplies Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.144,0,0.144,"424A00"
424990,"Other Miscellaneous Nondurable Goods Merchant Wholesalers","All GHGs","kg CO2e/2022 USD, purchaser price",0.144,0,0.144,"424A00"
425110,"Business to Business Electronic Markets","All GHGs","kg CO2e/2022 USD, purchaser price",0.092,0,0.092,"425000"
425120,"Wholesale Trade Agents and Brokers","All GHGs","kg CO2e/2022 USD, purchaser price",0.092,0,0.092,"425000"
441110,"New Car Dealers","All GHGs","kg CO2e/2022 USD, purchaser price",0.073,0,0.073,"441000"
441120,"Used Car Dealers","All GHGs","kg CO2e/2022 USD, purchaser price",0.073,0,0.073,"441000"
441210,"Recreational Vehicle Dealers","All GHGs","kg CO2e/2022 USD, purchaser price",0.073,0,0.073,"441000"
441222,"Boat Dealers","All GHGs","kg CO2e/2022 USD, purchaser price",0.073,0,0.073,"441000"
441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers","All GHGs","kg CO2e/2022 USD, purchaser price",0.073,0,0.073,"441000"
441310,"Automotive Parts and Accessories Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.073,0,0.073,"441000"
441320,"Tire Dealers","All GHGs","kg CO2e/2022 USD, purchaser price",0.073,0,0.073,"441000"
442110,"Furniture Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
442210,"Floor Covering Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
442291,"Window Treatment Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
442299,"All Other Home Furnishings Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
443141,"Household Appliance Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
443142,"Electronics Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
444110,"Home Centers","All GHGs","kg CO2e/2022 USD, purchaser price",0.087,0,0.087,"444000"
444120,"Paint and Wallpaper Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.087,0,0.087,"444000"
444130,"Hardware Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.087,0,0.087,"444000"
444190,"Other Building Material Dealers","All GHGs","kg CO2e/2022 USD, purchaser price",0.087,0,0.087,"444000"
444210,"Outdoor Power Equipment Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.087,0,0.087,"444000"
444220,"Nursery, Garden Center, and Farm Supply Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.087,0,0.087,"444000"
445110,"Supermarkets and Other Grocery (except Convenience) Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.186,0,0.186,"445000"
445120,"Convenience Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.186,0,0.186,"445000"
445210,"Meat Markets","All GHGs","kg CO2e/2022 USD, purchaser price",0.186,0,0.186,"445000"
445220,"Fish and Seafood Markets","All GHGs","kg CO2e/2022 USD, purchaser price",0.186,0,0.186,"445000"
445230,"Fruit and Vegetable Markets","All GHGs","kg CO2e/2022 USD, purchaser price",0.186,0,0.186,"445000"
445291,"Baked Goods Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.186,0,0.186,"445000"
445292,"Confectionery and Nut Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.186,0,0.186,"445000"
445299,"All Other Specialty Food Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.186,0,0.186,"445000"
445310,"Beer, Wine, and Liquor Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.186,0,0.186,"445000"
446110,"Pharmacies and Drug Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.13,0,0.13,"446000"
446120,"Cosmetics, Beauty Supplies, and Perfume Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.13,0,0.13,"446000"
446130,"Optical Goods Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.13,0,0.13,"446000"
446191,"Food (Health) Supplement Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.13,0,0.13,"446000"
446199,"All Other Health and Personal Care Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.13,0,0.13,"446000"
447110,"Gasoline Stations with Convenience Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.183,0,0.183,"447000"
447190,"Other Gasoline Stations","All GHGs","kg CO2e/2022 USD, purchaser price",0.183,0,0.183,"447000"
448110,"Men's Clothing Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.138,0,0.138,"448000"
448120,"Women's Clothing Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.138,0,0.138,"448000"
448130,"Children's and Infants' Clothing Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.138,0,0.138,"448000"
448140,"Family Clothing Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.138,0,0.138,"448000"
448150,"Clothing Accessories Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.138,0,0.138,"448000"
448190,"Other Clothing Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.138,0,0.138,"448000"
448210,"Shoe Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.138,0,0.138,"448000"
448310,"Jewelry Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.138,0,0.138,"448000"
448320,"Luggage and Leather Goods Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.138,0,0.138,"448000"
451110,"Sporting Goods Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
451120,"Hobby, Toy, and Game Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
451130,"Sewing, Needlework, and Piece Goods Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
451140,"Musical Instrument and Supplies Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
451211,"Book Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
451212,"News Dealers and Newsstands","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
452210,"Department Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.164,0,0.164,"452000"
452311,"Warehouse Clubs and Supercenters","All GHGs","kg CO2e/2022 USD, purchaser price",0.164,0,0.164,"452000"
452319,"All Other General Merchandise Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.164,0,0.164,"452000"
453110,"Florists","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
453210,"Office Supplies and Stationery Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
453220,"Gift, Novelty, and Souvenir Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
453310,"Used Merchandise Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
453910,"Pet and Pet Supplies Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
453920,"Art Dealers","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
453930,"Manufactured (Mobile) Home Dealers","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
453991,"Tobacco Stores","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
453998,"All Other Miscellaneous Store Retailers (except Tobacco Stores)","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"4B0000"
454110,"Electronic Shopping and Mail-Order Houses","All GHGs","kg CO2e/2022 USD, purchaser price",0.094,0,0.094,"454000"
454210,"Vending Machine Operators","All GHGs","kg CO2e/2022 USD, purchaser price",0.094,0,0.094,"454000"
454310,"Fuel Dealers","All GHGs","kg CO2e/2022 USD, purchaser price",0.094,0,0.094,"454000"
454390,"Other Direct Selling Establishments","All GHGs","kg CO2e/2022 USD, purchaser price",0.094,0,0.094,"454000"
481111,"Scheduled Passenger Air Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",0.644,0,0.644,"481000"
481112,"Scheduled Freight Air Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",0.644,0,0.644,"481000"
481211,"Nonscheduled Chartered Passenger Air Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",0.644,0,0.644,"481000"
481212,"Nonscheduled Chartered Freight Air Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",0.644,0,0.644,"481000"
481219,"Other Nonscheduled Air Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",0.644,0,0.644,"481000"
482111,"Line-Haul Railroads","All GHGs","kg CO2e/2022 USD, purchaser price",0.466,0,0.466,"482000"
482112,"Short Line Railroads","All GHGs","kg CO2e/2022 USD, purchaser price",0.466,0,0.466,"482000"
483111,"Deep Sea Freight Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",0.816,0,0.816,"483000"
483112,"Deep Sea Passenger Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",0.816,0,0.816,"483000"
483113,"Coastal and Great Lakes Freight Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",0.816,0,0.816,"483000"
483114,"Coastal and Great Lakes Passenger Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",0.816,0,0.816,"483000"
483211,"Inland Water Freight Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",0.816,0,0.816,"483000"
483212,"Inland Water Passenger Transportation","All GHGs","kg CO2e/2022 USD, purchaser price",0.816,0,0.816,"483000"
484110,"General Freight Trucking, Local","All GHGs","kg CO2e/2022 USD, purchaser price",0.595,0,0.595,"484000"
